"Temperature"	"Date"	"DateTime"	"Time"	"D"	"M"	"Y"	"m"
20,5	2024-12-26	2024-12-26 05:29:48	5H 29M 48S	26	12	2024	29
20,5	2024-12-26	2024-12-26 05:29:48	5H 29M 48S	26	12	2024	29
20,5	2024-12-26	2024-12-26 05:29:48	5H 29M 48S	26	12	2024	29
20,84	2024-12-26	2024-12-26 05:59:33	5H 59M 33S	26	12	2024	59
20,84	2024-12-26	2024-12-26 05:59:33	5H 59M 33S	26	12	2024	59
20,84	2024-12-26	2024-12-26 05:59:33	5H 59M 33S	26	12	2024	59
20,55	2024-12-26	2024-12-26 05:59:48	5H 59M 48S	26	12	2024	59
20,55	2024-12-26	2024-12-26 05:59:48	5H 59M 48S	26	12	2024	59
20,55	2024-12-26	2024-12-26 05:59:48	5H 59M 48S	26	12	2024	59
20,9	2024-12-26	2024-12-26 06:29:33	6H 29M 33S	26	12	2024	29
20,9	2024-12-26	2024-12-26 06:29:33	6H 29M 33S	26	12	2024	29
20,9	2024-12-26	2024-12-26 06:29:33	6H 29M 33S	26	12	2024	29
20,6	2024-12-26	2024-12-26 06:29:48	6H 29M 48S	26	12	2024	29
20,6	2024-12-26	2024-12-26 06:29:48	6H 29M 48S	26	12	2024	29
20,92	2024-12-26	2024-12-26 06:59:33	6H 59M 33S	26	12	2024	59
20,92	2024-12-26	2024-12-26 06:59:33	6H 59M 33S	26	12	2024	59
20,92	2024-12-26	2024-12-26 06:59:33	6H 59M 33S	26	12	2024	59
21,12	2024-12-26	2024-12-26 07:29:32	7H 29M 32S	26	12	2024	29
21,12	2024-12-26	2024-12-26 07:29:32	7H 29M 32S	26	12	2024	29
21,12	2024-12-26	2024-12-26 07:29:32	7H 29M 32S	26	12	2024	29
20,86	2024-12-26	2024-12-26 07:29:48	7H 29M 48S	26	12	2024	29
20,86	2024-12-26	2024-12-26 07:29:48	7H 29M 48S	26	12	2024	29
20,86	2024-12-26	2024-12-26 07:29:48	7H 29M 48S	26	12	2024	29
21,31	2024-12-26	2024-12-26 07:59:32	7H 59M 32S	26	12	2024	59
21,31	2024-12-26	2024-12-26 07:59:32	7H 59M 32S	26	12	2024	59
21,31	2024-12-26	2024-12-26 07:59:32	7H 59M 32S	26	12	2024	59
21,05	2024-12-26	2024-12-26 07:59:48	7H 59M 48S	26	12	2024	59
21,05	2024-12-26	2024-12-26 07:59:48	7H 59M 48S	26	12	2024	59
21,05	2024-12-26	2024-12-26 07:59:48	7H 59M 48S	26	12	2024	59
21,6	2024-12-26	2024-12-26 08:29:32	8H 29M 32S	26	12	2024	29
21,6	2024-12-26	2024-12-26 08:29:32	8H 29M 32S	26	12	2024	29
21,6	2024-12-26	2024-12-26 08:29:32	8H 29M 32S	26	12	2024	29
21,34	2024-12-26	2024-12-26 08:29:48	8H 29M 48S	26	12	2024	29
21,34	2024-12-26	2024-12-26 08:29:48	8H 29M 48S	26	12	2024	29
21,34	2024-12-26	2024-12-26 08:29:48	8H 29M 48S	26	12	2024	29
21,47	2024-12-26	2024-12-26 08:59:32	8H 59M 32S	26	12	2024	59
21,47	2024-12-26	2024-12-26 08:59:32	8H 59M 32S	26	12	2024	59
21,47	2024-12-26	2024-12-26 08:59:32	8H 59M 32S	26	12	2024	59
21,13	2024-12-26	2024-12-26 08:59:47	8H 59M 47S	26	12	2024	59
21,13	2024-12-26	2024-12-26 08:59:47	8H 59M 47S	26	12	2024	59
21,13	2024-12-26	2024-12-26 08:59:47	8H 59M 47S	26	12	2024	59
21,8	2024-12-26	2024-12-26 09:29:32	9H 29M 32S	26	12	2024	29
21,8	2024-12-26	2024-12-26 09:29:32	9H 29M 32S	26	12	2024	29
21,8	2024-12-26	2024-12-26 09:29:32	9H 29M 32S	26	12	2024	29
21,49	2024-12-26	2024-12-26 09:29:47	9H 29M 47S	26	12	2024	29
21,49	2024-12-26	2024-12-26 09:29:47	9H 29M 47S	26	12	2024	29
21,49	2024-12-26	2024-12-26 09:29:47	9H 29M 47S	26	12	2024	29
22,06	2024-12-26	2024-12-26 09:59:32	9H 59M 32S	26	12	2024	59
22,06	2024-12-26	2024-12-26 09:59:32	9H 59M 32S	26	12	2024	59
22,06	2024-12-26	2024-12-26 09:59:32	9H 59M 32S	26	12	2024	59
21,72	2024-12-26	2024-12-26 09:59:47	9H 59M 47S	26	12	2024	59
21,72	2024-12-26	2024-12-26 09:59:47	9H 59M 47S	26	12	2024	59
21,72	2024-12-26	2024-12-26 09:59:47	9H 59M 47S	26	12	2024	59
22,38	2024-12-26	2024-12-26 10:29:32	10H 29M 32S	26	12	2024	29
22,38	2024-12-26	2024-12-26 10:29:32	10H 29M 32S	26	12	2024	29
22,38	2024-12-26	2024-12-26 10:29:32	10H 29M 32S	26	12	2024	29
22,06	2024-12-26	2024-12-26 10:29:47	10H 29M 47S	26	12	2024	29
22,06	2024-12-26	2024-12-26 10:29:47	10H 29M 47S	26	12	2024	29
22,06	2024-12-26	2024-12-26 10:29:47	10H 29M 47S	26	12	2024	29
22,61	2024-12-26	2024-12-26 10:59:31	10H 59M 31S	26	12	2024	59
22,61	2024-12-26	2024-12-26 10:59:31	10H 59M 31S	26	12	2024	59
22,61	2024-12-26	2024-12-26 10:59:31	10H 59M 31S	26	12	2024	59
22,23	2024-12-26	2024-12-26 10:59:47	10H 59M 47S	26	12	2024	59
22,23	2024-12-26	2024-12-26 10:59:47	10H 59M 47S	26	12	2024	59
22,23	2024-12-26	2024-12-26 10:59:47	10H 59M 47S	26	12	2024	59
22,29	2024-12-26	2024-12-26 11:29:47	11H 29M 47S	26	12	2024	29
22,29	2024-12-26	2024-12-26 11:29:47	11H 29M 47S	26	12	2024	29
22,29	2024-12-26	2024-12-26 11:29:47	11H 29M 47S	26	12	2024	29
22,4	2024-12-26	2024-12-26 12:29:46	12H 29M 46S	26	12	2024	29
22,4	2024-12-26	2024-12-26 12:29:46	12H 29M 46S	26	12	2024	29
22,4	2024-12-26	2024-12-26 12:29:46	12H 29M 46S	26	12	2024	29
23,62	2024-12-26	2024-12-26 13:29:31	13H 29M 31S	26	12	2024	29
23,62	2024-12-26	2024-12-26 13:29:31	13H 29M 31S	26	12	2024	29
23,62	2024-12-26	2024-12-26 13:29:31	13H 29M 31S	26	12	2024	29
23,11	2024-12-26	2024-12-26 13:29:46	13H 29M 46S	26	12	2024	29
23,11	2024-12-26	2024-12-26 13:29:46	13H 29M 46S	26	12	2024	29
23,11	2024-12-26	2024-12-26 13:29:46	13H 29M 46S	26	12	2024	29
23,96	2024-12-26	2024-12-26 13:59:31	13H 59M 31S	26	12	2024	59
23,96	2024-12-26	2024-12-26 13:59:31	13H 59M 31S	26	12	2024	59
23,96	2024-12-26	2024-12-26 13:59:31	13H 59M 31S	26	12	2024	59
24,18	2024-12-26	2024-12-26 14:29:30	14H 29M 30S	26	12	2024	29
24,18	2024-12-26	2024-12-26 14:29:30	14H 29M 30S	26	12	2024	29
24,18	2024-12-26	2024-12-26 14:29:30	14H 29M 30S	26	12	2024	29
23,6	2024-12-26	2024-12-26 14:29:46	14H 29M 46S	26	12	2024	29
23,6	2024-12-26	2024-12-26 14:29:46	14H 29M 46S	26	12	2024	29
23,6	2024-12-26	2024-12-26 14:29:46	14H 29M 46S	26	12	2024	29
23,53	2024-12-26	2024-12-26 14:59:30	14H 59M 30S	26	12	2024	59
23,53	2024-12-26	2024-12-26 14:59:30	14H 59M 30S	26	12	2024	59
23,53	2024-12-26	2024-12-26 14:59:30	14H 59M 30S	26	12	2024	59
22,92	2024-12-26	2024-12-26 14:59:38	14H 59M 38S	26	12	2024	59
22,92	2024-12-26	2024-12-26 14:59:46	14H 59M 46S	26	12	2024	59
22,92	2024-12-26	2024-12-26 14:59:46	14H 59M 46S	26	12	2024	59
23,8	2024-12-26	2024-12-26 15:29:30	15H 29M 30S	26	12	2024	29
23,8	2024-12-26	2024-12-26 15:29:30	15H 29M 30S	26	12	2024	29
23,8	2024-12-26	2024-12-26 15:29:30	15H 29M 30S	26	12	2024	29
23,13	2024-12-26	2024-12-26 15:29:46	15H 29M 46S	26	12	2024	29
23,13	2024-12-26	2024-12-26 15:29:46	15H 29M 46S	26	12	2024	29
23,13	2024-12-26	2024-12-26 15:29:46	15H 29M 46S	26	12	2024	29
22,85	2024-12-26	2024-12-26 15:59:30	15H 59M 30S	26	12	2024	59
22,85	2024-12-26	2024-12-26 15:59:30	15H 59M 30S	26	12	2024	59
22,91	2024-12-26	2024-12-26 16:29:30	16H 29M 30S	26	12	2024	29
