"Humidity"	"Date"	"DateTime"	"Time"	"D"	"M"	"Y"	"m"
41,3	2024-12-21	2024-12-21 12:59:41	12H 59M 41S	21	12	2024	59
51,12	2024-12-21	2024-12-21 12:59:57	12H 59M 57S	21	12	2024	59
67,27	2024-12-21	2024-12-21 13:49:57	13H 49M 57S	21	12	2024	49
72,96	2024-12-21	2024-12-21 14:39:41	14H 39M 41S	21	12	2024	39
82,29	2024-12-21	2024-12-21 14:39:57	14H 39M 57S	21	12	2024	39
58,1	2024-12-20	2024-12-20 10:20:05	10H 20M 5S	20	12	2024	20
57,95	2024-12-20	2024-12-20 13:40:04	13H 40M 4S	20	12	2024	40
58,19	2024-12-20	2024-12-20 14:05:04	14H 5M 4S	20	12	2024	5
58,62	2024-12-20	2024-12-20 14:30:04	14H 30M 4S	20	12	2024	30
47,91	2024-12-20	2024-12-20 15:19:48	15H 19M 48S	20	12	2024	19
43,4	2024-12-20	2024-12-20 16:09:48	16H 9M 48S	20	12	2024	9
54,38	2024-12-20	2024-12-20 16:10:03	16H 10M 3S	20	12	2024	10
53,35	2024-12-20	2024-12-20 16:35:03	16H 35M 3S	20	12	2024	35
70,91	2024-12-20	2024-12-20 17:24:47	17H 24M 47S	20	12	2024	24
79,23	2024-12-20	2024-12-20 17:25:03	17H 25M 3S	20	12	2024	25
81,67	2024-12-20	2024-12-20 17:50:03	17H 50M 3S	20	12	2024	50
77,95	2024-12-20	2024-12-20 18:39:47	18H 39M 47S	20	12	2024	39
83,16	2024-12-20	2024-12-20 18:40:03	18H 40M 3S	20	12	2024	40
79,28	2024-12-20	2024-12-20 19:04:47	19H 4M 47S	20	12	2024	4
84,39	2024-12-20	2024-12-20 19:05:02	19H 5M 2S	20	12	2024	5
80,62	2024-12-20	2024-12-20 19:29:47	19H 29M 47S	20	12	2024	29
85,5	2024-12-20	2024-12-20 19:30:02	19H 30M 2S	20	12	2024	30
81,52	2024-12-20	2024-12-20 19:54:47	19H 54M 47S	20	12	2024	54
86,25	2024-12-20	2024-12-20 19:55:02	19H 55M 2S	20	12	2024	55
82,15	2024-12-20	2024-12-20 20:19:46	20H 19M 46S	20	12	2024	19
82,72	2024-12-20	2024-12-20 21:09:46	21H 9M 46S	20	12	2024	9
87,23	2024-12-20	2024-12-20 21:10:02	21H 10M 2S	20	12	2024	10
83,19	2024-12-20	2024-12-20 21:34:46	21H 34M 46S	20	12	2024	34
87,67	2024-12-20	2024-12-20 21:35:02	21H 35M 2S	20	12	2024	35
83,68	2024-12-20	2024-12-20 21:59:46	21H 59M 46S	20	12	2024	59
87,96	2024-12-20	2024-12-20 22:00:03	22H 0M 3S	20	12	2024	0
84,06	2024-12-20	2024-12-20 22:24:46	22H 24M 46S	20	12	2024	24
88,23	2024-12-20	2024-12-20 22:25:01	22H 25M 1S	20	12	2024	25
84,43	2024-12-20	2024-12-20 22:49:46	22H 49M 46S	20	12	2024	49
84,43	2024-12-20	2024-12-20 22:49:46	22H 49M 46S	20	12	2024	49
88,49	2024-12-20	2024-12-20 22:50:01	22H 50M 1S	20	12	2024	50
84,63	2024-12-20	2024-12-20 23:39:45	23H 39M 45S	20	12	2024	39
88,78	2024-12-20	2024-12-20 23:40:01	23H 40M 1S	20	12	2024	40
